Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID,Claim Settlement Days,Claim Settlement Buckets
CLM67135737,44156,17876,Approved,Billion wife school between marriage often important.,44179,POL97005943,23,<30 Days
CLM46980339,43935,20997,Denied,Continue down leader three whom unit result.,43948,POL71095594,13,<30 Days
CLM35156784,44689,34506,Approved,Attack pattern trade art perhaps billion.,44776,POL29474046,87,<90 Days
CLM93955413,45263,30596,Denied,Throughout without officer discover also nothing off blood.,45324,POL02523874,61,<90 Days
CLM91420333,45017,68279,Pending,As edge while claim cut public.,45069,POL04304374,52,<60 Days
CLM37119493,44999,71583,Denied,Paper store one exist either growth production new.,,POL04361929,0,Not Settled
CLM54656865,45644,55343,Denied,Country political range may show woman rest.,,POL25899154,0,Not Settled
CLM74844828,44550,60870,Approved,Draw nothing crime.,44595,POL60992687,45,<60 Days
CLM69091400,44128,51882,Pending,Over front treat evening less half sell.,44162,POL56805499,34,<60 Days
CLM95272361,44045,54286,Approved,Their partner read one I eat minute.,44066,POL09566109,21,<30 Days
CLM81130679,44561,65161,Pending,Here blood each election.,44637,POL21924883,76,<90 Days
CLM23564959,44166,62309,Pending,Gun policy rich energy try success resource hard.,,POL78989397,0,Not Settled
CLM40562648,44882,91059,Pending,Newspaper view personal baby far history.,,POL28303229,0,Not Settled
CLM68428338,45142,54659,Approved,Choice stage officer.,45155,POL05037648,13,<30 Days
CLM76250514,45501,7615,Approved,Before their image commercial.,45571,POL90480498,70,<90 Days
CLM31537295,43869,28823,Pending,However school in high identify these market.,43882,POL53248656,13,<30 Days
CLM07916058,43895,86242,Pending,Field soldier hospital short rate last become.,,POL40777572,0,Not Settled
CLM90818795,44481,65326,Pending,Less service stock down act player hour.,44513,POL57167179,32,<60 Days
CLM15411663,43852,93379,Denied,Task memory final stand important once.,43911,POL96459344,59,<60 Days
CLM68462042,44534,65681,Approved,Top not raise allow side admit.,44572,POL57207157,38,<60 Days
CLM73880551,44257,68019,Denied,Begin of cover outside nothing.,,POL64571358,0,Not Settled
CLM36000654,44228,83715,Pending,Drop force this among factor.,44274,POL71958850,46,<60 Days
CLM30211115,45107,4020,Pending,Trouble risk last environmental wear.,45130,POL73362780,23,<30 Days
CLM51285129,44309,68468,Pending,Charge affect girl community.,,POL48638488,0,Not Settled
CLM14746077,44132,68338,Pending,Generation officer paper Mrs.,,POL54078734,0,Not Settled
CLM63603226,43964,67137,Approved,Property enter bed often beyond new book.,44019,POL08306459,55,<60 Days
CLM55158690,44254,92912,Denied,Likely specific interview board expect purpose well.,,POL67043142,0,Not Settled
CLM76445332,44393,22441,Approved,Prevent oil total color police.,44449,POL88925713,56,<60 Days
CLM63774702,44427,97068,Approved,Subject line seat break story but yourself goal.,44444,POL86622832,17,<30 Days
CLM66752220,45528,9217,Pending,Test glass face win crime gun send everyone.,45581,POL64740997,53,<60 Days
CLM06433390,45451,62718,Approved,Occur source both south.,45468,POL35891090,17,<30 Days
CLM04617614,44557,54272,Pending,Them born appear take.,,POL98182454,0,Not Settled
CLM24208377,44951,42483,Denied,Cell test or prove trade exist.,44993,POL07470252,42,<60 Days
CLM21357885,44088,14715,Pending,Lay then any baby physical realize.,,POL28550299,0,Not Settled
CLM54476215,45421,93013,Pending,Large paper everyone book cup effect nearly area.,45455,POL68375690,34,<60 Days
CLM00275510,45117,35325,Denied,Including help bag such.,,POL81654453,0,Not Settled
CLM33264926,44635,20879,Denied,Could describe federal law.,,POL77562289,0,Not Settled
CLM51763424,44228,82464,Pending,Race face agreement forward.,44263,POL86778558,35,<60 Days
CLM02919539,44385,46295,Pending,Outside somebody foreign myself.,,POL68368522,0,Not Settled
CLM82506843,45246,46193,Denied,Seven either future watch serious no total size.,45317,POL55128968,71,<90 Days
CLM31208087,44608,43167,Pending,The likely we item include different.,44676,POL22181403,68,<90 Days
CLM51110881,44244,70943,Pending,Whether manager suddenly call protect factor offer.,,POL67053864,0,Not Settled
CLM86628798,45519,79262,Denied,Role note large energy through.,45577,POL64141969,58,<60 Days
CLM04053931,44625,42325,Approved,Green better mother charge technology stuff.,44686,POL42512488,61,<90 Days
CLM28947230,45092,11370,Pending,Difference argue security reduce color inside while.,,POL89295458,0,Not Settled
CLM73311979,44752,81924,Pending,Them staff write raise artist according.,44782,POL43888562,30,<30 Days
CLM80780107,43961,67234,Approved,Doctor collection economic meet born technology.,43995,POL21075384,34,<60 Days
CLM81782340,44737,18434,Approved,Foot important result try opportunity level energy.,,POL91116374,0,Not Settled
CLM49911043,45536,25593,Pending,Yeah series hand test factor.,,POL14781739,0,Not Settled
CLM63620218,45622,39287,Pending,Believe box role computer enjoy.,45658,POL90777171,36,<60 Days
CLM09551614,44485,8735,Denied,Well four away event assume agency.,44537,POL54130737,52,<60 Days
CLM09003437,44323,95813,Denied,Three beat attack far often magazine.,44353,POL88929117,30,<30 Days
CLM01702147,45234,73661,Denied,Term into significant any bag.,45278,POL77797320,44,<60 Days
CLM09509587,44134,37458,Approved,From outside interest hotel letter wear.,,POL21505451,0,Not Settled
CLM74555312,45006,1796,Approved,Official establish apply.,,POL25507617,0,Not Settled
CLM49250352,44701,19681,Approved,With try citizen late enough.,44753,POL28936757,52,<60 Days
CLM64975013,45273,32628,Approved,Together situation big instead likely order bag.,45362,POL39137077,89,<90 Days
CLM60627486,43953,59721,Pending,Finally be scene save very would certain.,44016,POL38583909,63,<90 Days
CLM61010952,45284,11643,Denied,Down marriage case Mrs dream.,,POL05417793,0,Not Settled
CLM84923846,44699,49323,Denied,Officer ready film.,44736,POL32302882,37,<60 Days
CLM29296460,44036,86438,Approved,Result situation doctor two.,,POL21160213,0,Not Settled
CLM95245692,45410,29512,Approved,Talk music everyone effect.,,POL84662646,0,Not Settled
CLM91458443,44647,30951,Denied,Sometimes single allow seem parent state course.,,POL67864663,0,Not Settled
CLM84123006,44303,83778,Denied,Player pick light particular.,,POL38588789,0,Not Settled
CLM01746241,45359,36788,Approved,Discussion recognize quite majority inside.,45441,POL39936507,82,<90 Days
CLM64632092,43970,80588,Approved,Writer per commercial book lot.,,POL61867449,0,Not Settled
CLM25598637,44189,90199,Approved,Green pick receive pick middle apply live.,44202,POL96802208,13,<30 Days
CLM45556878,44005,25564,Approved,Talk police truth act early.,,POL60601098,0,Not Settled
CLM50172463,44854,92809,Denied,Friend president break it partner hand.,44924,POL00460604,70,<90 Days
CLM93986746,45283,15414,Pending,Young power admit charge economy.,45329,POL55748934,46,<60 Days
CLM68002938,44947,76180,Denied,Term cultural leg.,44974,POL91999842,27,<30 Days
CLM99613659,44557,75318,Denied,Doctor process try personal market special apply.,44592,POL78779141,35,<60 Days
CLM99492632,44459,61830,Denied,World reality image avoid serve report role yard.,,POL90263618,0,Not Settled
CLM88085322,44335,53738,Approved,Base public pressure which.,44390,POL73626645,55,<60 Days
CLM54969298,44395,37398,Approved,Hear opportunity choice over pressure strategy father.,44442,POL45549290,47,<60 Days
CLM18676294,44490,43213,Denied,Hope really particularly.,,POL97005943,0,Not Settled
CLM20104753,44982,58870,Approved,Challenge garden little police cultural place.,,POL36840871,0,Not Settled
CLM74882287,44426,14607,Pending,College area thank today future do manage fight.,,POL23253258,0,Not Settled
CLM21059715,44977,88931,Approved,Agree result song write not property.,44990,POL05625856,13,<30 Days
CLM49892166,44716,11386,Approved,Finish establish product own wish.,44756,POL70277568,40,<60 Days
CLM57955642,44276,20594,Approved,Thus she wide pass purpose fill rise group.,44359,POL05899397,83,<90 Days
CLM31817114,43983,79770,Pending,Speech low call position church tree prevent.,44057,POL04101668,74,<90 Days
CLM04003939,45406,37911,Pending,Activity sort after entire.,45480,POL33080881,74,<90 Days
CLM20422327,43959,91891,Denied,Join example try hold building fear.,43985,POL04051225,26,<30 Days
CLM02868102,43909,23132,Pending,Popular send large sound.,43944,POL12430121,35,<60 Days
CLM52858037,44262,77660,Denied,Benefit action eat to.,44307,POL53680608,45,<60 Days
CLM67710659,44686,51235,Denied,Indeed thus spend sister law left their.,44708,POL30197318,22,<30 Days
CLM63800610,43880,4957,Pending,Wind crime particular scene.,43957,POL81238149,77,<90 Days
CLM79999950,44775,95637,Denied,Avoid quality common teacher.,44826,POL68966328,51,<60 Days
CLM57464643,44311,78004,Pending,Order certainly prove animal surface top.,44348,POL19986234,37,<60 Days
CLM00360582,44289,24869,Approved,Popular test participant animal consumer me house.,44300,POL57724014,11,<30 Days
CLM67947743,43945,58509,Approved,Environment radio report four.,43961,POL93324177,16,<30 Days
CLM79258353,44589,34012,Approved,Cut weight term almost nor.,44609,POL18422174,20,<30 Days
CLM46352519,44619,25490,Denied,Position vote from edge support newspaper.,,POL06543318,0,Not Settled
CLM76020408,44349,95906,Denied,We scene economic ahead remain message.,,POL77086340,0,Not Settled
CLM19781069,44179,42915,Denied,Material stand somebody mission born.,44234,POL53093436,55,<60 Days
CLM70002496,45135,63347,Pending,Every energy though force decade moment political.,45206,POL83630860,71,<90 Days
CLM67679099,44801,2927,Approved,Anyone light without.,44845,POL89382366,44,<60 Days
CLM20132838,45466,38989,Approved,Very agree college left rather establish billion.,45478,POL64086319,12,<30 Days
CLM25168392,44417,54190,Approved,Politics form form area.,44430,POL26384700,13,<30 Days
CLM20266701,45210,78300,Approved,Send war art.,45250,POL37389130,40,<60 Days
CLM63695089,44521,76263,Approved,Gun will day person suggest.,44563,POL80932118,42,<60 Days
CLM60727072,44228,48869,Pending,If community actually population dog.,44281,POL13813789,53,<60 Days
CLM04596872,43922,30717,Pending,Author theory behind.,43983,POL48871817,61,<90 Days
CLM16828618,44702,4391,Denied,Tv over both worker.,44764,POL06350413,62,<90 Days
CLM08838235,44917,69914,Pending,Character perform film TV.,44937,POL38988950,20,<30 Days
CLM32453460,45170,98541,Pending,Foot market discussion laugh institution trip throughout.,45224,POL83477672,54,<60 Days
CLM67273853,45181,35811,Approved,Now business bar board environment.,,POL93979639,0,Not Settled
CLM44083955,44616,30431,Denied,Her recognize easy respond ground treat.,44670,POL88380542,54,<60 Days
CLM91523278,45086,29855,Approved,In so organization price herself.,45167,POL82003427,81,<90 Days
CLM28806655,45288,93392,Pending,Professional ever business window under.,45330,POL12296231,42,<60 Days
CLM41313519,44907,92119,Pending,Toward property inside safe despite.,44952,POL77940500,45,<60 Days
CLM51942188,44892,67054,Pending,For finish party nothing couple sing adult fast.,44979,POL38512389,87,<90 Days
CLM00785634,45617,86595,Pending,Manage learn some represent.,,POL25339559,0,Not Settled
CLM18624038,45167,36108,Approved,Minute traditional play he ready three.,,POL68917134,0,Not Settled
CLM85695872,44327,13579,Pending,Himself teacher visit discussion officer pretty draw.,44386,POL36441789,59,<60 Days
CLM78309481,44032,15105,Pending,Political husband common challenge so.,44084,POL04361929,52,<60 Days
CLM28648925,45552,14345,Denied,Quickly above doctor reveal.,45595,POL72707891,43,<60 Days
CLM45404019,44904,19873,Denied,Up weight total into music operation stuff.,44926,POL39650167,22,<30 Days
CLM85192566,45078,87098,Pending,Cultural size society then choice plan.,45115,POL19911528,37,<60 Days
CLM14342341,45588,89274,Approved,Line operation sell business yourself while.,45641,POL60096605,53,<60 Days
CLM64564582,44264,96531,Pending,Health nation research character item individual pull hotel.,,POL64845458,0,Not Settled
CLM17883513,45331,12360,Approved,Style choice beautiful work consider all chair statement.,45402,POL06464463,71,<90 Days
CLM54654001,43969,16664,Pending,Save industry risk lawyer indeed exist care.,,POL34319547,0,Not Settled
CLM31777276,44627,35891,Denied,Memory well store increase reveal.,44637,POL62548114,10,<30 Days
CLM11660062,44293,1825,Pending,During face interesting any culture area.,,POL58798776,0,Not Settled
CLM82320882,44573,87338,Approved,Foot box west morning sell responsibility drug.,44594,POL67451011,21,<30 Days
CLM57777367,44318,59520,Pending,Relate follow camera believe discussion.,44396,POL69805915,78,<90 Days
CLM26855643,43851,62356,Denied,Yes partner Democrat face research anyone drug.,,POL22221207,0,Not Settled
CLM07024524,43855,19869,Pending,Drop cup general TV tough onto.,43910,POL25170126,55,<60 Days
CLM20772096,45245,40813,Pending,Daughter high performance perform.,45295,POL73247469,50,<60 Days
CLM64135002,43935,21232,Approved,Blue arrive gas.,44020,POL53072470,85,<90 Days
CLM93920117,44853,3044,Approved,To black size edge pick mention must.,44889,POL42034856,36,<60 Days
CLM58433168,45635,25664,Denied,Recent ever stay grow choice care.,45698,POL77208632,63,<90 Days
CLM43148007,45438,49282,Denied,Food own official kind commercial improve side.,45514,POL94198861,76,<90 Days
CLM16943998,45628,51850,Approved,This suggest time act.,45682,POL76374292,54,<60 Days
CLM45178982,44551,73038,Denied,Tell unit agent.,44577,POL31990750,26,<30 Days
CLM75585130,44494,77483,Denied,Customer tell watch talk job simple light.,44560,POL54792632,66,<90 Days
CLM74228290,43940,22831,Denied,Voice blue official performance simply especially.,44030,POL32514074,90,<90 Days
CLM27480571,44224,82118,Denied,Book dream fine feeling group old into always.,44279,POL27310887,55,<60 Days
CLM45367082,44737,86016,Pending,Stay speech year southern.,,POL22925819,0,Not Settled
CLM43962705,44383,62966,Denied,Book drug about PM.,44457,POL19466250,74,<90 Days
CLM09040990,45412,99974,Denied,Player conference condition they.,45453,POL51364019,41,<60 Days
CLM54830377,44865,19179,Denied,Her choose tell evening.,,POL27219888,0,Not Settled
CLM30125029,45393,53416,Pending,Why window century art about fish turn.,,POL78513544,0,Not Settled
CLM48932663,43843,1918,Denied,Play against any.,43899,POL88760778,56,<60 Days
CLM03220150,44094,85038,Denied,Measure ten art rather onto wait.,,POL89387677,0,Not Settled
CLM40415272,45492,92004,Denied,I bill kid across contain huge majority wide.,,POL33443696,0,Not Settled
CLM07217029,44525,90406,Pending,Market couple take partner.,,POL09568484,0,Not Settled
