Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID,Discount Buckets,Risk Score Buckets
AGT77357572,Renewed,6,99,POL25196574,<20%,Very High Risk(75+)
AGT76797964,Not Renewed,0,88,POL45549290,No Discount,Very High Risk(75+)
AGT72724732,Renewed,28,80,POL50830116,<40%,Very High Risk(75+)
AGT33105228,Pending,31,53,POL51962418,<40%,High Risk(<=75)
AGT07985939,Renewed,34,88,POL93930819,<40%,Very High Risk(75+)
AGT24833184,Renewed,12,21,POL48783282,<20%,Low Risk(<=25)
AGT94871494,Pending,43,98,POL77439955,>40%,Very High Risk(75+)
AGT98217410,Pending,39,79,POL61757675,<40%,Very High Risk(75+)
AGT93505986,Not Renewed,7,52,POL77654130,<20%,High Risk(<=75)
AGT64941862,Not Renewed,25,80,POL70398119,<40%,Very High Risk(75+)
AGT84309363,Pending,8,56,POL70310488,<20%,High Risk(<=75)
AGT33550742,Not Renewed,27,41,POL35480649,<40%,Medium Risk(<=50)
AGT89121022,Renewed,23,42,POL63615243,<40%,Medium Risk(<=50)
AGT01855976,Renewed,9,42,POL09014096,<20%,Medium Risk(<=50)
AGT56468822,Pending,15,53,POL82401042,<20%,High Risk(<=75)
AGT94967946,Not Renewed,39,78,POL43920577,<40%,Very High Risk(75+)
AGT31701527,Pending,35,47,POL77188684,<40%,Medium Risk(<=50)
AGT00810065,Renewed,26,22,POL39450388,<40%,Low Risk(<=25)
AGT14669790,Not Renewed,35,96,POL07109537,<40%,Very High Risk(75+)
AGT61067481,Pending,35,35,POL19515945,<40%,Medium Risk(<=50)
AGT03722872,Pending,42,57,POL09146332,>40%,High Risk(<=75)
AGT92071441,Renewed,41,91,POL30313207,>40%,Very High Risk(75+)
AGT54153423,Renewed,4,90,POL22465003,<20%,Very High Risk(75+)
AGT70804556,Renewed,25,4,POL78018067,<40%,Low Risk(<=25)
AGT12367147,Renewed,39,4,POL05468446,<40%,Low Risk(<=25)
AGT75334101,Not Renewed,40,17,POL32493960,<40%,Low Risk(<=25)
AGT34094598,Renewed,14,77,POL76101411,<20%,Very High Risk(75+)
AGT46299459,Not Renewed,11,74,POL50589864,<20%,High Risk(<=75)
AGT11178675,Pending,19,94,POL31918611,<20%,Very High Risk(75+)
AGT55439596,Not Renewed,16,99,POL21488909,<20%,Very High Risk(75+)
AGT23787585,Not Renewed,36,27,POL05845525,<40%,Medium Risk(<=50)
AGT97590681,Renewed,40,80,POL95503927,<40%,Very High Risk(75+)
AGT55391843,Not Renewed,50,77,POL68080704,>40%,Very High Risk(75+)
AGT11710674,Not Renewed,21,67,POL92022218,<40%,High Risk(<=75)
AGT14413479,Not Renewed,48,37,POL79310767,>40%,Medium Risk(<=50)
AGT31793730,Not Renewed,1,24,POL66670427,<20%,Low Risk(<=25)
AGT40176627,Not Renewed,39,96,POL70586146,<40%,Very High Risk(75+)
AGT58872124,Not Renewed,15,33,POL91496475,<20%,Medium Risk(<=50)
AGT77064353,Not Renewed,46,4,POL61274835,>40%,Low Risk(<=25)
AGT23539386,Pending,18,25,POL86234151,<20%,Low Risk(<=25)
AGT51263695,Renewed,49,89,POL60096605,>40%,Very High Risk(75+)
AGT02182452,Pending,43,3,POL68847136,>40%,Low Risk(<=25)
AGT59767486,Pending,7,28,POL67256934,<20%,Medium Risk(<=50)
AGT96226967,Pending,25,50,POL65820287,<40%,Medium Risk(<=50)
AGT16665733,Pending,10,18,POL93117339,<20%,Low Risk(<=25)
AGT77851784,Not Renewed,24,13,POL14706176,<40%,Low Risk(<=25)
AGT08912816,Renewed,26,43,POL44229118,<40%,Medium Risk(<=50)
AGT44503789,Renewed,12,26,POL91532160,<20%,Medium Risk(<=50)
AGT95106448,Not Renewed,31,71,POL17634644,<40%,High Risk(<=75)
AGT27089944,Renewed,50,77,POL40092390,>40%,Very High Risk(75+)
AGT07814678,Not Renewed,38,46,POL03596444,<40%,Medium Risk(<=50)
AGT44361981,Not Renewed,43,8,POL83335990,>40%,Low Risk(<=25)
AGT08913730,Pending,32,78,POL62011769,<40%,Very High Risk(75+)
AGT87632695,Not Renewed,13,97,POL56054127,<20%,Very High Risk(75+)
AGT26499015,Not Renewed,20,1,POL34279255,<20%,Low Risk(<=25)
AGT28918772,Pending,37,99,POL35733918,<40%,Very High Risk(75+)
AGT36687186,Pending,14,3,POL82947020,<20%,Low Risk(<=25)
AGT16892276,Not Renewed,30,60,POL14835880,<40%,High Risk(<=75)
AGT72044534,Not Renewed,30,24,POL84917275,<40%,Low Risk(<=25)
AGT45166693,Pending,16,90,POL50465451,<20%,Very High Risk(75+)
AGT62936747,Not Renewed,41,34,POL63433584,>40%,Medium Risk(<=50)
AGT61707672,Renewed,19,23,POL11950441,<20%,Low Risk(<=25)
AGT65646400,Pending,28,71,POL99336458,<40%,High Risk(<=75)
AGT79405065,Not Renewed,8,4,POL56891224,<20%,Low Risk(<=25)
AGT11062738,Not Renewed,26,68,POL35855900,<40%,High Risk(<=75)
AGT65796541,Renewed,44,88,POL40918381,>40%,Very High Risk(75+)
AGT23134524,Pending,42,89,POL91751592,>40%,Very High Risk(75+)
AGT00415170,Not Renewed,50,39,POL01655235,>40%,Medium Risk(<=50)
AGT23327928,Renewed,44,28,POL69912538,>40%,Medium Risk(<=50)
AGT00508512,Renewed,9,14,POL77983903,<20%,Low Risk(<=25)
AGT06490141,Not Renewed,39,47,POL47755970,<40%,Medium Risk(<=50)
AGT44232479,Renewed,37,56,POL63646806,<40%,High Risk(<=75)
AGT06012403,Renewed,50,98,POL83969664,>40%,Very High Risk(75+)
AGT67513990,Renewed,35,75,POL51974701,<40%,High Risk(<=75)
AGT62911171,Pending,9,90,POL12364849,<20%,Very High Risk(75+)
AGT23764525,Not Renewed,37,99,POL89559053,<40%,Very High Risk(75+)
AGT83654229,Renewed,44,40,POL04079645,>40%,Medium Risk(<=50)
AGT27816357,Not Renewed,45,52,POL59539217,>40%,High Risk(<=75)
AGT34205282,Pending,35,31,POL05422955,<40%,Medium Risk(<=50)
AGT51591780,Not Renewed,11,88,POL95032278,<20%,Very High Risk(75+)
AGT67201203,Renewed,1,52,POL10231732,<20%,High Risk(<=75)
AGT53828323,Pending,46,11,POL42878655,>40%,Low Risk(<=25)
AGT07240583,Renewed,0,68,POL20029148,No Discount,High Risk(<=75)
AGT19514542,Pending,16,45,POL30144763,<20%,Medium Risk(<=50)
AGT41563030,Pending,42,12,POL43518284,>40%,Low Risk(<=25)
AGT31484353,Pending,5,16,POL58245588,<20%,Low Risk(<=25)
AGT89658446,Not Renewed,19,96,POL26021266,<20%,Very High Risk(75+)
AGT68055130,Pending,3,96,POL20726693,<20%,Very High Risk(75+)
AGT85014019,Not Renewed,12,99,POL57578050,<20%,Very High Risk(75+)
AGT40742386,Renewed,30,90,POL40860073,<40%,Very High Risk(75+)
AGT81436591,Not Renewed,37,57,POL53248656,<40%,High Risk(<=75)
AGT56323679,Renewed,10,51,POL94500784,<20%,High Risk(<=75)
AGT64069744,Pending,35,37,POL70863328,<40%,Medium Risk(<=50)
AGT09345111,Pending,45,86,POL53955100,>40%,Very High Risk(75+)
AGT07645996,Renewed,5,50,POL83013724,<20%,Medium Risk(<=50)
AGT98031117,Pending,31,21,POL26961940,<40%,Low Risk(<=25)
AGT79613208,Pending,38,38,POL21551791,<40%,Medium Risk(<=50)
AGT70741009,Pending,20,74,POL25617891,<20%,High Risk(<=75)
AGT30544800,Not Renewed,18,44,POL96709207,<20%,Medium Risk(<=50)
AGT71504423,Renewed,25,80,POL53111704,<40%,Very High Risk(75+)
AGT75093896,Pending,7,88,POL37879847,<20%,Very High Risk(75+)
AGT07824938,Not Renewed,42,39,POL32906837,>40%,Medium Risk(<=50)
AGT83763448,Pending,22,32,POL48302488,<40%,Medium Risk(<=50)
AGT66495472,Not Renewed,23,33,POL20699215,<40%,Medium Risk(<=50)
AGT56552672,Not Renewed,26,55,POL45984602,<40%,High Risk(<=75)
AGT15412915,Renewed,15,16,POL73703547,<20%,Low Risk(<=25)
AGT75970650,Not Renewed,18,9,POL50805715,<20%,Low Risk(<=25)
AGT47163328,Not Renewed,16,29,POL13559855,<20%,Medium Risk(<=50)
AGT11516690,Pending,46,84,POL54448931,>40%,Very High Risk(75+)
AGT75996071,Not Renewed,23,29,POL50406144,<40%,Medium Risk(<=50)
AGT38382853,Not Renewed,17,43,POL80050705,<20%,Medium Risk(<=50)
AGT91217181,Renewed,17,93,POL99672508,<20%,Very High Risk(75+)
AGT10447549,Renewed,9,92,POL29892884,<20%,Very High Risk(75+)
AGT58552489,Renewed,16,77,POL71169830,<20%,Very High Risk(75+)
AGT48810450,Renewed,13,50,POL06341687,<20%,Medium Risk(<=50)
AGT37801759,Not Renewed,14,5,POL30102239,<20%,Low Risk(<=25)
AGT34748309,Renewed,28,93,POL64958007,<40%,Very High Risk(75+)
AGT18161551,Pending,13,27,POL74375234,<20%,Medium Risk(<=50)
AGT75971090,Not Renewed,20,24,POL19188778,<20%,Low Risk(<=25)
AGT21817908,Renewed,5,22,POL23066229,<20%,Low Risk(<=25)
AGT44988899,Pending,43,45,POL92741100,>40%,Medium Risk(<=50)
AGT05779481,Renewed,13,81,POL80263334,<20%,Very High Risk(75+)
AGT28828766,Renewed,44,49,POL11539302,>40%,Medium Risk(<=50)
AGT46828405,Pending,17,32,POL61616519,<20%,Medium Risk(<=50)
AGT86571956,Renewed,11,58,POL59779212,<20%,High Risk(<=75)
AGT87216429,Not Renewed,18,81,POL46435605,<20%,Very High Risk(75+)
AGT11977071,Not Renewed,19,64,POL00076326,<20%,High Risk(<=75)
AGT92208446,Not Renewed,29,49,POL80491812,<40%,Medium Risk(<=50)
AGT91205446,Pending,44,41,POL71149711,>40%,Medium Risk(<=50)
AGT73116995,Not Renewed,12,94,POL44317279,<20%,Very High Risk(75+)
AGT07329342,Renewed,4,51,POL60410061,<20%,High Risk(<=75)
AGT49977463,Renewed,44,95,POL71490424,>40%,Very High Risk(75+)
AGT21500742,Pending,32,41,POL48116183,<40%,Medium Risk(<=50)
AGT33569735,Not Renewed,26,1,POL11366285,<40%,Low Risk(<=25)
AGT99499187,Not Renewed,12,73,POL27312649,<20%,High Risk(<=75)
AGT93865628,Not Renewed,2,40,POL23616095,<20%,Medium Risk(<=50)
AGT82294030,Renewed,12,51,POL17842339,<20%,High Risk(<=75)
AGT94843303,Pending,35,32,POL31482176,<40%,Medium Risk(<=50)
AGT25453537,Not Renewed,32,9,POL93065434,<40%,Low Risk(<=25)
AGT60101526,Pending,32,13,POL20797511,<40%,Low Risk(<=25)
AGT05038364,Renewed,17,58,POL19022484,<20%,High Risk(<=75)
AGT28073266,Not Renewed,30,93,POL54437917,<40%,Very High Risk(75+)
AGT41120227,Pending,20,48,POL79171752,<20%,Medium Risk(<=50)
AGT85658830,Not Renewed,21,97,POL77295889,<40%,Very High Risk(75+)
AGT50872517,Renewed,26,28,POL28518330,<40%,Medium Risk(<=50)
AGT43614829,Pending,17,8,POL27667498,<20%,Low Risk(<=25)
AGT43365564,Pending,0,46,POL74240303,No Discount,Medium Risk(<=50)
AGT08272503,Pending,35,70,POL02642777,<40%,High Risk(<=75)
AGT03994448,Not Renewed,38,54,POL53266235,<40%,High Risk(<=75)
AGT48389700,Pending,42,57,POL89472328,>40%,High Risk(<=75)
AGT30765130,Not Renewed,17,59,POL72999115,<20%,High Risk(<=75)
AGT89814591,Not Renewed,43,61,POL22426524,>40%,High Risk(<=75)
AGT18594249,Not Renewed,50,79,POL77977275,>40%,Very High Risk(75+)
AGT89642931,Not Renewed,1,79,POL36741877,<20%,Very High Risk(75+)
AGT07793676,Not Renewed,14,80,POL81138188,<20%,Very High Risk(75+)
AGT30761377,Pending,4,50,POL37789454,<20%,Medium Risk(<=50)
AGT82048742,Pending,27,7,POL26231753,<40%,Low Risk(<=25)
AGT15515744,Renewed,36,78,POL72768482,<40%,Very High Risk(75+)
AGT38652107,Pending,14,60,POL44711941,<20%,High Risk(<=75)
AGT95614477,Renewed,0,51,POL61600687,No Discount,High Risk(<=75)
AGT65383645,Pending,9,63,POL40292999,<20%,High Risk(<=75)
AGT92468127,Not Renewed,25,60,POL18325532,<40%,High Risk(<=75)
AGT14000895,Pending,47,26,POL35135678,>40%,Medium Risk(<=50)
AGT74186962,Pending,34,31,POL84035014,<40%,Medium Risk(<=50)
AGT69814164,Pending,0,78,POL91245817,No Discount,Very High Risk(75+)
AGT02354571,Pending,29,9,POL25453349,<40%,Low Risk(<=25)
AGT07142597,Not Renewed,4,28,POL79359714,<20%,Medium Risk(<=50)
AGT14241399,Renewed,7,20,POL28053301,<20%,Low Risk(<=25)
AGT63177974,Not Renewed,43,7,POL83112617,>40%,Low Risk(<=25)
AGT69238844,Pending,23,24,POL70257677,<40%,Low Risk(<=25)
AGT07091417,Renewed,10,91,POL18727318,<20%,Very High Risk(75+)
AGT13505033,Not Renewed,0,2,POL06351305,No Discount,Low Risk(<=25)
AGT21820119,Not Renewed,47,12,POL65755562,>40%,Low Risk(<=25)
AGT39266885,Not Renewed,21,43,POL10423452,<40%,Medium Risk(<=50)
AGT26550887,Pending,49,43,POL01955713,>40%,Medium Risk(<=50)
AGT70599470,Pending,5,26,POL56961629,<20%,Medium Risk(<=50)
AGT91735732,Renewed,39,33,POL45153648,<40%,Medium Risk(<=50)
AGT24143324,Not Renewed,50,8,POL18028969,>40%,Low Risk(<=25)
AGT55410018,Pending,32,82,POL91672539,<40%,Very High Risk(75+)
AGT62578062,Not Renewed,37,23,POL28953016,<40%,Low Risk(<=25)
AGT20323888,Pending,36,53,POL38988950,<40%,High Risk(<=75)
AGT58342090,Renewed,23,49,POL27507809,<40%,Medium Risk(<=50)
AGT55187719,Pending,23,61,POL00831253,<40%,High Risk(<=75)
AGT54362901,Pending,10,14,POL83671253,<20%,Low Risk(<=25)
AGT83027420,Pending,5,76,POL27100819,<20%,Very High Risk(75+)
AGT43786842,Pending,29,24,POL04601577,<40%,Low Risk(<=25)
AGT97773558,Not Renewed,45,27,POL04910841,>40%,Medium Risk(<=50)
AGT81173622,Not Renewed,19,35,POL92491659,<20%,Medium Risk(<=50)
AGT20442049,Pending,48,10,POL30360159,>40%,Low Risk(<=25)
AGT09855316,Not Renewed,29,7,POL01068804,<40%,Low Risk(<=25)
AGT92063010,Pending,29,9,POL03033132,<40%,Low Risk(<=25)
AGT29809757,Renewed,15,54,POL48255103,<20%,High Risk(<=75)
AGT20207459,Pending,7,34,POL94723645,<20%,Medium Risk(<=50)
AGT75590453,Pending,1,41,POL28172331,<20%,Medium Risk(<=50)
AGT96663442,Renewed,33,8,POL70866234,<40%,Low Risk(<=25)
AGT55471388,Not Renewed,29,75,POL14684878,<40%,High Risk(<=75)
AGT77443040,Pending,4,34,POL94943347,<20%,Medium Risk(<=50)
AGT40491911,Not Renewed,34,70,POL31224830,<40%,High Risk(<=75)
AGT99933473,Not Renewed,16,96,POL33177916,<20%,Very High Risk(75+)
AGT89416734,Renewed,46,3,POL14072112,>40%,Low Risk(<=25)
AGT30576565,Pending,32,60,POL09462965,<40%,High Risk(<=75)
AGT27397676,Renewed,42,57,POL69777787,>40%,High Risk(<=75)
AGT29974315,Renewed,40,82,POL23581745,<40%,Very High Risk(75+)
AGT02311403,Pending,49,32,POL21865118,>40%,Medium Risk(<=50)
AGT15408598,Not Renewed,27,69,POL79962283,<40%,High Risk(<=75)
AGT79371333,Pending,9,80,POL44992881,<20%,Very High Risk(75+)
AGT11814318,Pending,32,81,POL51700588,<40%,Very High Risk(75+)
AGT64806683,Renewed,8,11,POL75657317,<20%,Low Risk(<=25)
AGT83948741,Not Renewed,11,23,POL51395924,<20%,Low Risk(<=25)
AGT36722073,Renewed,6,100,POL75494464,<20%,Very High Risk(75+)
AGT16180070,Pending,28,62,POL87711451,<40%,High Risk(<=75)
AGT43130399,Pending,39,14,POL66860672,<40%,Low Risk(<=25)
AGT30968592,Pending,6,41,POL05225694,<20%,Medium Risk(<=50)
AGT35253662,Renewed,28,35,POL02258663,<40%,Medium Risk(<=50)
AGT31165624,Renewed,18,28,POL75098865,<20%,Medium Risk(<=50)
AGT06416909,Not Renewed,43,10,POL24582838,>40%,Low Risk(<=25)
AGT21698382,Pending,48,36,POL77765185,>40%,Medium Risk(<=50)
AGT61758324,Renewed,3,92,POL75914495,<20%,Very High Risk(75+)
AGT85371670,Not Renewed,22,92,POL23336703,<40%,Very High Risk(75+)
AGT18100999,Not Renewed,35,37,POL82679187,<40%,Medium Risk(<=50)
AGT49009076,Pending,32,19,POL05037648,<40%,Low Risk(<=25)
AGT29547199,Not Renewed,18,4,POL96221318,<20%,Low Risk(<=25)
AGT58453617,Not Renewed,13,48,POL27915739,<20%,Medium Risk(<=50)
AGT10065682,Pending,2,9,POL98680765,<20%,Low Risk(<=25)
AGT82792142,Not Renewed,13,27,POL71597887,<20%,Medium Risk(<=50)
AGT30216554,Not Renewed,39,20,POL71437971,<40%,Low Risk(<=25)
AGT25986929,Renewed,19,10,POL77500354,<20%,Low Risk(<=25)
AGT68876655,Renewed,3,79,POL76996418,<20%,Very High Risk(75+)
AGT91428468,Not Renewed,16,21,POL37906683,<20%,Low Risk(<=25)
AGT86092059,Renewed,22,52,POL45303866,<40%,High Risk(<=75)
AGT55426155,Renewed,41,13,POL60056200,>40%,Low Risk(<=25)
AGT11781347,Not Renewed,3,36,POL85480742,<20%,Medium Risk(<=50)
AGT08375141,Not Renewed,23,61,POL11311249,<40%,High Risk(<=75)
AGT35694138,Pending,44,96,POL77958772,>40%,Very High Risk(75+)
AGT51761655,Pending,17,96,POL05185447,<20%,Very High Risk(75+)
AGT68645305,Renewed,11,38,POL18055024,<20%,Medium Risk(<=50)
AGT47187117,Renewed,0,32,POL11682509,No Discount,Medium Risk(<=50)
AGT45146544,Not Renewed,48,16,POL87334776,>40%,Low Risk(<=25)
AGT53938500,Not Renewed,22,59,POL60959014,<40%,High Risk(<=75)
AGT16849779,Renewed,44,16,POL07946398,>40%,Low Risk(<=25)
AGT51585466,Renewed,26,78,POL85374430,<40%,Very High Risk(75+)
AGT10183960,Not Renewed,10,37,POL76059961,<20%,Medium Risk(<=50)
AGT04317363,Pending,10,71,POL52778521,<20%,High Risk(<=75)
AGT40982629,Not Renewed,35,6,POL32646006,<40%,Low Risk(<=25)
AGT56308472,Renewed,38,94,POL86718236,<40%,Very High Risk(75+)
AGT13384424,Not Renewed,46,45,POL00862798,>40%,Medium Risk(<=50)
AGT76419960,Not Renewed,32,79,POL98618330,<40%,Very High Risk(75+)
AGT77448089,Renewed,3,94,POL66992068,<20%,Very High Risk(75+)
AGT69426026,Not Renewed,27,7,POL82970640,<40%,Low Risk(<=25)
AGT18178442,Pending,36,94,POL25517652,<40%,Very High Risk(75+)
AGT40000198,Renewed,41,61,POL06409803,>40%,High Risk(<=75)
AGT16573224,Renewed,2,4,POL88450754,<20%,Low Risk(<=25)
AGT69955273,Not Renewed,39,6,POL51127842,<40%,Low Risk(<=25)
AGT72710705,Pending,7,38,POL58793431,<20%,Medium Risk(<=50)
AGT14286748,Pending,31,28,POL84536532,<40%,Medium Risk(<=50)
AGT16498268,Not Renewed,29,69,POL46047482,<40%,High Risk(<=75)
AGT89205816,Pending,28,70,POL18422174,<40%,High Risk(<=75)
AGT10960372,Pending,34,99,POL65121827,<40%,Very High Risk(75+)
AGT86766428,Not Renewed,1,20,POL30700700,<20%,Low Risk(<=25)
AGT80166888,Pending,22,35,POL26217907,<40%,Medium Risk(<=50)
AGT67352734,Renewed,50,93,POL28359408,>40%,Very High Risk(75+)
AGT96609345,Pending,5,48,POL39585916,<20%,Medium Risk(<=50)
AGT45376101,Pending,25,1,POL40288131,<40%,Low Risk(<=25)
AGT08721596,Not Renewed,20,33,POL12588543,<20%,Medium Risk(<=50)
AGT58829613,Renewed,11,61,POL94299396,<20%,High Risk(<=75)
AGT20609453,Pending,30,99,POL01953510,<40%,Very High Risk(75+)
AGT01755514,Pending,32,43,POL53180986,<40%,Medium Risk(<=50)
AGT88642752,Not Renewed,23,44,POL60529596,<40%,Medium Risk(<=50)
AGT42870459,Renewed,46,43,POL17699181,>40%,Medium Risk(<=50)
AGT60995113,Not Renewed,10,26,POL85518381,<20%,Medium Risk(<=50)
AGT75044830,Pending,44,85,POL00790731,>40%,Very High Risk(75+)
AGT77160426,Pending,20,86,POL79308293,<20%,Very High Risk(75+)
AGT70303785,Not Renewed,48,81,POL75583220,>40%,Very High Risk(75+)
AGT52211491,Pending,13,38,POL93077983,<20%,Medium Risk(<=50)
AGT73870785,Renewed,29,35,POL41162519,<40%,Medium Risk(<=50)
AGT19540993,Renewed,14,78,POL21013410,<20%,Very High Risk(75+)
AGT10269202,Not Renewed,22,25,POL73536906,<40%,Low Risk(<=25)
AGT66193903,Renewed,41,38,POL80301647,>40%,Medium Risk(<=50)
AGT40327186,Renewed,3,49,POL79966692,<20%,Medium Risk(<=50)
AGT89542709,Renewed,45,57,POL14879776,>40%,High Risk(<=75)
AGT30765121,Not Renewed,32,10,POL58623707,<40%,Low Risk(<=25)
AGT77793827,Pending,4,12,POL10386302,<20%,Low Risk(<=25)
AGT39948651,Pending,0,25,POL56491969,No Discount,Low Risk(<=25)
AGT07490860,Not Renewed,48,95,POL99602250,>40%,Very High Risk(75+)
AGT83076835,Renewed,40,9,POL01897492,<40%,Low Risk(<=25)
AGT11234490,Not Renewed,37,22,POL03026921,<40%,Low Risk(<=25)
AGT68648460,Renewed,46,97,POL36441789,>40%,Very High Risk(75+)
AGT34930585,Renewed,32,40,POL21292296,<40%,Medium Risk(<=50)
AGT53048156,Not Renewed,19,39,POL38348666,<20%,Medium Risk(<=50)
AGT25696620,Renewed,46,17,POL58185281,>40%,Low Risk(<=25)
AGT38103461,Renewed,30,50,POL82403986,<40%,Medium Risk(<=50)
AGT81224653,Pending,41,21,POL69345542,>40%,Low Risk(<=25)
AGT22985672,Renewed,8,93,POL61565089,<20%,Very High Risk(75+)
AGT68351380,Renewed,4,64,POL72131385,<20%,High Risk(<=75)
AGT06991321,Not Renewed,40,19,POL99575360,<40%,Low Risk(<=25)
AGT16670057,Not Renewed,32,61,POL73764767,<40%,High Risk(<=75)
AGT64665927,Pending,21,47,POL15585087,<40%,Medium Risk(<=50)
AGT38431006,Pending,6,35,POL59775349,<20%,Medium Risk(<=50)
AGT09715608,Not Renewed,3,80,POL33945420,<20%,Very High Risk(75+)
AGT34951947,Renewed,3,50,POL02432943,<20%,Medium Risk(<=50)
AGT17971375,Not Renewed,46,85,POL33232710,>40%,Very High Risk(75+)
AGT06918363,Renewed,20,17,POL92258412,<20%,Low Risk(<=25)
AGT47225197,Not Renewed,21,87,POL26888148,<40%,Very High Risk(75+)
AGT32170586,Pending,48,40,POL94726413,>40%,Medium Risk(<=50)
AGT76343267,Pending,10,56,POL73854383,<20%,High Risk(<=75)
AGT70645262,Not Renewed,5,11,POL19911528,<20%,Low Risk(<=25)
AGT96635757,Not Renewed,41,66,POL89952764,>40%,High Risk(<=75)
AGT34379979,Not Renewed,6,57,POL41639012,<20%,High Risk(<=75)
AGT81450492,Not Renewed,46,30,POL38343188,>40%,Medium Risk(<=50)
AGT49827067,Not Renewed,9,47,POL60365755,<20%,Medium Risk(<=50)
AGT13513566,Pending,34,7,POL72072111,<40%,Low Risk(<=25)
AGT53043808,Not Renewed,8,21,POL69526791,<20%,Low Risk(<=25)
AGT56661662,Renewed,45,44,POL75813186,>40%,Medium Risk(<=50)
AGT08845045,Renewed,28,20,POL54348718,<40%,Low Risk(<=25)
AGT31445639,Renewed,4,43,POL01382311,<20%,Medium Risk(<=50)
AGT51549884,Renewed,18,1,POL91394495,<20%,Low Risk(<=25)
AGT02876543,Renewed,2,8,POL27929198,<20%,Low Risk(<=25)
AGT27940575,Renewed,18,66,POL96583337,<20%,High Risk(<=75)
AGT52580249,Not Renewed,46,21,POL42489589,>40%,Low Risk(<=25)
AGT72111439,Not Renewed,38,88,POL62455700,<40%,Very High Risk(75+)
AGT10089719,Pending,30,6,POL06553987,<40%,Low Risk(<=25)
AGT72791493,Renewed,36,72,POL64197228,<40%,High Risk(<=75)
AGT37297514,Pending,7,51,POL23778009,<20%,High Risk(<=75)
AGT86653429,Not Renewed,2,78,POL89539607,<20%,Very High Risk(75+)
AGT47730022,Pending,26,41,POL77225479,<40%,Medium Risk(<=50)
AGT23837758,Not Renewed,39,88,POL80674848,<40%,Very High Risk(75+)
AGT24575955,Renewed,19,86,POL70742419,<20%,Very High Risk(75+)
AGT86377383,Not Renewed,48,69,POL10130655,>40%,High Risk(<=75)
AGT90207975,Not Renewed,40,7,POL35832686,<40%,Low Risk(<=25)
AGT93355318,Not Renewed,26,97,POL27597307,<40%,Very High Risk(75+)
AGT23728239,Renewed,26,37,POL18801240,<40%,Medium Risk(<=50)
AGT71657679,Renewed,26,54,POL88077264,<40%,High Risk(<=75)
AGT10393590,Pending,48,88,POL28486225,>40%,Very High Risk(75+)
AGT47479021,Renewed,36,99,POL51666989,<40%,Very High Risk(75+)
AGT56435523,Renewed,45,57,POL84313861,>40%,High Risk(<=75)
AGT28458676,Renewed,39,33,POL95370014,<40%,Medium Risk(<=50)
AGT92230513,Pending,34,3,POL90934498,<40%,Low Risk(<=25)
AGT53142267,Renewed,48,81,POL63879412,>40%,Very High Risk(75+)
AGT81886985,Not Renewed,24,16,POL16556269,<40%,Low Risk(<=25)
AGT82280300,Pending,3,50,POL79052116,<20%,Medium Risk(<=50)
AGT23359758,Not Renewed,39,37,POL42869985,<40%,Medium Risk(<=50)
AGT70183878,Pending,23,22,POL83165381,<40%,Low Risk(<=25)
AGT57643810,Pending,5,25,POL55184793,<20%,Low Risk(<=25)
AGT10328564,Renewed,15,1,POL58505380,<20%,Low Risk(<=25)
AGT13023382,Not Renewed,43,82,POL05441250,>40%,Very High Risk(75+)
AGT63554768,Not Renewed,1,79,POL01003100,<20%,Very High Risk(75+)
