Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY10396410,45107,747.4,Credit Card,Successful,POL88709617
PAY79527123,44909,1304.1,Cash,Successful,POL84566610
PAY60292914,45475,140.11,Credit Card,Successful,POL22939272
PAY10392870,45647,1094.68,Cash,Failed,POL91325406
PAY98057649,45122,599.5,Bank Transfer,Failed,POL36090611
PAY17315991,45205,452.34,Credit Card,Failed,POL62898897
PAY65910088,44647,871.02,Credit Card,Successful,POL04120684
PAY88916184,44851,1441.34,Credit Card,Failed,POL44850934
PAY97323120,45278,418.94,Credit Card,Successful,POL88789148
PAY98022224,45372,850.11,Cash,Successful,POL93399992
PAY83059344,45229,490.98,Credit Card,Failed,POL69932027
PAY52455426,45577,684.8,Bank Transfer,Successful,POL77506531
PAY99757423,44577,313.14,Credit Card,Successful,POL01363904
PAY51041063,44982,410.46,Bank Transfer,Failed,POL89918097
PAY21106655,45425,1499.98,Credit Card,Failed,POL85269593
PAY39610596,44650,1393.15,Credit Card,Failed,POL99450257
PAY53771374,44776,1300.63,Cash,Successful,POL45751576
PAY87950122,44716,63.31,Credit Card,Failed,POL43843486
PAY83329907,44962,234.5,Bank Transfer,Failed,POL82148607
PAY49768708,45560,419.77,Cash,Successful,POL09899083
PAY29851072,45104,527.28,Credit Card,Failed,POL14632307
PAY00941096,45374,247.3,Cash,Successful,POL49795535
PAY94998154,45420,199.83,Credit Card,Failed,POL13181377
PAY74983101,44742,384.02,Bank Transfer,Failed,POL28224422
PAY55478122,44649,453.69,Credit Card,Successful,POL61600687
PAY12848042,45470,1057.83,Credit Card,Failed,POL94207540
PAY86914822,44877,1188.07,Bank Transfer,Failed,POL07509618
PAY51481262,45060,823.73,Credit Card,Successful,POL43684594
PAY90245065,44695,262.21,Credit Card,Successful,POL23406460
PAY11627429,44745,174.51,Cash,Successful,POL68796597
PAY00779392,44618,1210.94,Credit Card,Successful,POL54226110
PAY67146039,45354,375.06,Cash,Successful,POL49903606
PAY99969248,44605,631.65,Credit Card,Successful,POL70589278
PAY11714865,44920,1380.02,Bank Transfer,Successful,POL42545134
PAY02406428,45455,1218.72,Cash,Failed,POL58829430
PAY03005397,45510,1308.39,Cash,Successful,POL59056408
PAY50728691,44838,1432.8,Credit Card,Successful,POL90664485
PAY88769820,44691,730.83,Bank Transfer,Failed,POL97721863
PAY18353146,45015,1458.84,Cash,Successful,POL85421445
PAY30082332,44910,408.2,Bank Transfer,Successful,POL42878655
PAY92963380,45204,262.86,Bank Transfer,Failed,POL86348344
PAY56387834,45616,684.25,Cash,Successful,POL95004499
PAY28371873,44575,1105.88,Credit Card,Successful,POL06516392
PAY84990292,45230,784.01,Credit Card,Successful,POL55813188
PAY72780396,44914,93.59,Cash,Failed,POL27171310
PAY05282061,45118,249.12,Cash,Failed,POL35484461
PAY15466080,44745,1329.36,Cash,Successful,POL35832686
PAY32570610,45413,1367.93,Credit Card,Successful,POL47359207
PAY37959316,44769,591.71,Cash,Successful,POL63887686
PAY16493222,45157,591.31,Credit Card,Failed,POL67846790
PAY78934743,45573,1258.38,Credit Card,Successful,POL41570616
PAY13434206,45366,739.54,Credit Card,Failed,POL30804068
PAY87756395,45414,1401.93,Cash,Successful,POL38790391
PAY41748153,45217,1387.12,Bank Transfer,Successful,POL90911648
PAY73245667,45339,370.68,Credit Card,Failed,POL97852810
PAY49997350,45592,611.58,Cash,Failed,POL21292296
PAY59654775,45193,1078.19,Bank Transfer,Failed,POL22111965
PAY43066011,45485,1165.17,Credit Card,Successful,POL73942123
PAY46251568,44874,659.68,Credit Card,Failed,POL22939272
PAY27420844,45273,1467.69,Cash,Failed,POL78506700
PAY93774816,45619,573.31,Credit Card,Successful,POL14684878
PAY50438656,44780,240.61,Bank Transfer,Successful,POL13070623
PAY37051444,45253,598.47,Credit Card,Successful,POL93243728
PAY11578757,45242,717.83,Bank Transfer,Failed,POL81202373
PAY67553257,45569,502.96,Cash,Successful,POL76144005
PAY95888812,45218,1164.09,Cash,Successful,POL23964698
PAY94412768,45284,827.67,Bank Transfer,Failed,POL87933513
PAY21858609,45142,1432.79,Bank Transfer,Failed,POL07510316
PAY35246393,45262,149.78,Bank Transfer,Failed,POL31178570
PAY61088511,44749,1403.86,Credit Card,Failed,POL39585916
PAY10706723,45541,117.05,Cash,Successful,POL98604785
PAY84111479,45633,1344.92,Credit Card,Successful,POL34491800
PAY56485821,45053,947.62,Bank Transfer,Successful,POL08724015
PAY17092592,45017,967.69,Cash,Failed,POL96268536
PAY10763200,44873,262.69,Credit Card,Successful,POL82409345
PAY81853425,44745,405.6,Cash,Successful,POL73016380
PAY42385256,45432,907.47,Cash,Successful,POL31424622
PAY69843915,45043,1262.32,Cash,Successful,POL21104754
PAY14512261,45307,323.99,Credit Card,Failed,POL53613913
PAY70326041,44829,1011.85,Credit Card,Successful,POL76387090
PAY55596810,45519,225.58,Credit Card,Successful,POL70256578
PAY29223776,45555,1276.48,Bank Transfer,Failed,POL95930417
PAY94246515,44976,402.29,Cash,Failed,POL25617891
PAY79677405,44871,923.29,Credit Card,Successful,POL74434126
PAY30979917,45111,1147.81,Cash,Successful,POL26162057
PAY82822085,44961,184.94,Credit Card,Successful,POL34108237
PAY66232757,44893,480.72,Bank Transfer,Successful,POL48016627
PAY94978670,45011,893.69,Bank Transfer,Successful,POL33527199
PAY29695441,44877,1376.74,Credit Card,Failed,POL63841611
PAY98054990,44864,1130.79,Bank Transfer,Failed,POL45391676
PAY21288115,44946,637.5,Bank Transfer,Failed,POL22369979
PAY48235831,45483,835.68,Bank Transfer,Failed,POL90576138
PAY16719181,44842,1095.29,Credit Card,Failed,POL03499905
PAY09640680,45491,641.13,Credit Card,Successful,POL52685173
PAY73870227,44665,545.52,Credit Card,Successful,POL60240212
PAY52318516,45153,178.9,Bank Transfer,Successful,POL53944841
PAY86864140,45633,94.89,Cash,Failed,POL61092074
PAY08522876,45309,507.95,Bank Transfer,Failed,POL79993699
PAY75324909,45188,285.88,Bank Transfer,Successful,POL27806251
PAY32552898,45203,1001.33,Cash,Successful,POL96935129
PAY50458607,45646,570.49,Cash,Failed,POL42513263
PAY89093099,45208,470.4,Cash,Failed,POL12299687
PAY25011084,45531,248.47,Credit Card,Failed,POL20003518
PAY88379041,44624,1153.31,Credit Card,Successful,POL37350059
PAY18931773,44746,157.47,Bank Transfer,Failed,POL20281612
PAY90852651,44917,1223.84,Cash,Failed,POL99145104
PAY70407879,44949,1107.27,Bank Transfer,Failed,POL64903447
PAY57929141,45629,238.16,Credit Card,Successful,POL64301411
PAY57845669,45261,924.37,Cash,Successful,POL21871449
PAY62517580,44771,301.44,Cash,Failed,POL49905886
PAY47329076,44964,779.42,Credit Card,Failed,POL40777572
PAY34409626,45250,1215.25,Credit Card,Successful,POL05034207
PAY25074765,45091,1000.75,Cash,Successful,POL79014248
PAY17535847,45608,981.12,Bank Transfer,Successful,POL27396272
PAY61306386,44613,1414.29,Cash,Successful,POL01562531
PAY74220090,45175,1398.84,Cash,Successful,POL03499905
PAY08932067,45490,729.85,Bank Transfer,Failed,POL04910841
PAY88503249,45106,554.12,Bank Transfer,Failed,POL78402619
PAY10531839,44757,218.53,Credit Card,Failed,POL55191578
PAY25637486,45042,1109.06,Bank Transfer,Successful,POL15097723
PAY05528575,45046,739.46,Credit Card,Failed,POL85531608
PAY04889451,45010,301.14,Cash,Successful,POL41189495
PAY37982004,44863,855.68,Bank Transfer,Successful,POL06079689
PAY58945606,44688,838.07,Credit Card,Failed,POL77562289
PAY87979572,45599,1418.34,Bank Transfer,Failed,POL66448558
PAY08888223,45306,1342.91,Bank Transfer,Successful,POL64858473
PAY25897092,44566,666.99,Credit Card,Failed,POL24070236
PAY12627218,45247,809.73,Credit Card,Failed,POL20270146
PAY28518847,45014,477.76,Credit Card,Successful,POL79774019
PAY09940117,44994,920.48,Cash,Failed,POL25712135
PAY98836087,45344,1294.07,Credit Card,Successful,POL51383212
PAY81916903,44933,1218.05,Credit Card,Successful,POL32907592
PAY24400581,44944,1405.77,Cash,Failed,POL74240303
PAY13378635,44991,1252.47,Cash,Failed,POL60365755
PAY77348765,44805,325.01,Bank Transfer,Failed,POL28503798
PAY15175180,45109,439.72,Bank Transfer,Successful,POL73068892
PAY23507379,44648,1142.63,Credit Card,Successful,POL83860935
PAY45412583,45212,693.88,Credit Card,Successful,POL47946595
PAY61796810,44812,563.71,Credit Card,Failed,POL81985235
PAY37410778,45069,256.14,Cash,Successful,POL32646006
PAY38753799,44765,1495.43,Bank Transfer,Successful,POL50050613
PAY22020072,45308,1451.89,Cash,Successful,POL76989054
PAY91860820,45336,1452.18,Bank Transfer,Successful,POL08764986
PAY31594751,45101,1129.73,Bank Transfer,Successful,POL09445725
PAY73339481,44748,717.6,Credit Card,Failed,POL32214877
PAY27299733,45182,1046.81,Bank Transfer,Failed,POL43471833
PAY77971455,45226,194.69,Bank Transfer,Successful,POL11311249
PAY41806150,44952,1010.29,Cash,Failed,POL92837863
PAY19181729,45485,950.06,Cash,Failed,POL21488909
PAY00650824,45350,794.54,Bank Transfer,Failed,POL06987694
PAY23571199,45099,1339.24,Bank Transfer,Failed,POL32589913
PAY33238619,45481,608.23,Credit Card,Successful,POL03785266
PAY52960392,45142,1326.27,Credit Card,Failed,POL22866808
PAY99208112,45115,1435.7,Cash,Successful,POL03499905
PAY22771343,45446,632.7,Cash,Failed,POL29507667
PAY49042869,44639,787.28,Cash,Failed,POL23643525
PAY39651524,45325,1205.06,Bank Transfer,Failed,POL05711191
PAY11754796,45010,1387.2,Credit Card,Failed,POL05753582
PAY22298343,45122,1057.12,Bank Transfer,Failed,POL34787590
PAY97070570,45123,354.14,Credit Card,Successful,POL32547162
PAY43082529,45544,1075.3,Cash,Successful,POL98182454
PAY04298308,44919,467.6,Credit Card,Successful,POL73654382
PAY86056912,44553,392.9,Cash,Failed,POL27799003
PAY65054900,45319,802.8,Bank Transfer,Successful,POL29271605
PAY72338435,45286,1345.18,Cash,Failed,POL88765284
PAY93016539,45522,1130.3,Bank Transfer,Successful,POL19560921
PAY40379395,44685,464.86,Cash,Failed,POL12552463
PAY58297989,45343,393.81,Bank Transfer,Successful,POL43678761
PAY15852179,45621,1039.92,Bank Transfer,Successful,POL30115645
PAY26126348,45265,1412.02,Cash,Failed,POL69437529
PAY41545386,45165,779.11,Bank Transfer,Successful,POL56170272
PAY80133762,45330,497.45,Credit Card,Failed,POL56082024
PAY88425738,45231,948.96,Cash,Successful,POL27486372
PAY86845449,45306,552.3,Credit Card,Successful,POL68371036
PAY35368503,45391,1397.45,Bank Transfer,Failed,POL53973271
PAY80724215,44612,457.36,Cash,Successful,POL11173408
PAY69849716,45268,851.96,Bank Transfer,Successful,POL39776148
PAY15086161,45175,1118.81,Bank Transfer,Successful,POL20321964
PAY54661213,45252,1185.08,Bank Transfer,Successful,POL32368471
PAY85655979,44775,776.24,Credit Card,Failed,POL33725370
PAY09361332,44857,1288.43,Credit Card,Successful,POL38512389
PAY90872034,45483,113.31,Cash,Failed,POL81043217
PAY21354952,45167,676.24,Credit Card,Failed,POL20158897
PAY99511466,45558,974.49,Bank Transfer,Failed,POL18801240
PAY25396597,44800,609.71,Cash,Successful,POL79185105
PAY14275721,45270,1019.15,Cash,Successful,POL77315241
PAY93145152,45164,85.81,Bank Transfer,Failed,POL04460141
PAY43601965,45146,727.69,Credit Card,Successful,POL26231753
PAY98502431,45167,1494.64,Credit Card,Failed,POL68371036
PAY67557943,45449,1160.86,Cash,Successful,POL44308362
PAY81647730,45328,1015.63,Cash,Successful,POL63483094
PAY71350530,45529,243.97,Cash,Successful,POL64767382
PAY37784383,44835,1159.8,Cash,Failed,POL26361547
PAY92584973,44592,1056.4,Credit Card,Successful,POL08033487
PAY40504970,45142,1332.52,Bank Transfer,Successful,POL19062916
PAY61433986,44785,1192.4,Bank Transfer,Successful,POL24211829
PAY35915993,45406,1421.95,Bank Transfer,Successful,POL28794187
PAY82293786,44607,294.14,Cash,Successful,POL70866234
PAY60449449,44816,538.94,Bank Transfer,Successful,POL92070714
PAY69593651,44698,893.47,Credit Card,Failed,POL16045417
PAY88838183,45079,74.86,Bank Transfer,Successful,POL38619975
PAY12870699,44647,247.15,Credit Card,Failed,POL89297739
PAY66469273,44631,268.72,Credit Card,Successful,POL30351443
PAY59608035,44736,207.79,Cash,Successful,POL20801175
PAY96804182,44661,404.5,Cash,Successful,POL12707693
PAY66026348,44719,306.4,Bank Transfer,Successful,POL30839784
PAY18324916,44727,1008.1,Credit Card,Failed,POL27482488
PAY82095877,45337,362.38,Cash,Failed,POL96855506
PAY35563717,45090,602.22,Bank Transfer,Failed,POL38243316
PAY64645912,44629,953.22,Bank Transfer,Successful,POL28172331
PAY36035412,44900,824.47,Credit Card,Failed,POL35135678
PAY21288118,44648,861.14,Bank Transfer,Successful,POL30056651
PAY18447407,44830,463.12,Bank Transfer,Failed,POL46591798
PAY85703769,45295,83.56,Credit Card,Successful,POL19826464
PAY90236648,45352,513.61,Credit Card,Failed,POL56020599
PAY47368379,44658,842.38,Credit Card,Failed,POL45114954
PAY85195818,45049,1397.35,Bank Transfer,Successful,POL12021840
PAY15437194,44782,270.91,Bank Transfer,Successful,POL57020176
PAY03342214,44602,997.87,Cash,Successful,POL88929117
PAY30734429,45228,847.37,Bank Transfer,Successful,POL89539607
PAY92242843,45564,1202.03,Cash,Failed,POL57894817
PAY26679746,44631,966.09,Bank Transfer,Failed,POL59138324
PAY12794066,45182,734.83,Bank Transfer,Failed,POL84123482
PAY03766933,45397,905.52,Cash,Failed,POL51199484
PAY91654912,45257,995.55,Bank Transfer,Successful,POL40242558
PAY78594000,44994,660.43,Bank Transfer,Successful,POL27482488
PAY23522711,44994,1026.96,Bank Transfer,Failed,POL08713900
PAY37156245,44567,815.75,Cash,Successful,POL19694591
PAY41598171,45376,1286.2,Cash,Failed,POL58294071
PAY50837807,44779,380.11,Cash,Failed,POL18936768
PAY72318787,44912,910.76,Cash,Failed,POL69316836
PAY02500081,45250,1219.9,Credit Card,Failed,POL20853634
PAY00754464,45545,703.66,Credit Card,Failed,POL96408694
PAY38146065,45577,882.5,Cash,Successful,POL53804570
PAY73299942,45114,495.81,Credit Card,Successful,POL45081491
PAY95149093,45113,1231.21,Bank Transfer,Failed,POL63542337
PAY56703184,45544,487.84,Bank Transfer,Successful,POL62805195
PAY33575149,45012,499.56,Cash,Failed,POL80727318
PAY57330329,45288,259.85,Credit Card,Failed,POL34350307
PAY31417222,45234,626.67,Cash,Failed,POL96864283
PAY46473301,45118,349.94,Bank Transfer,Successful,POL73854383
PAY55891058,45641,1137.04,Credit Card,Successful,POL26905808
PAY10225509,44878,144.67,Bank Transfer,Successful,POL43533359
PAY01057345,44947,1379.26,Bank Transfer,Successful,POL24210075
PAY29253084,45114,948.96,Credit Card,Failed,POL19065185
PAY99215630,45385,371.85,Cash,Successful,POL17357252
PAY96831106,44911,469.97,Credit Card,Failed,POL01152460
PAY07757967,44632,424.81,Bank Transfer,Failed,POL85481964
PAY45663324,45034,940.39,Credit Card,Failed,POL21893654
PAY67039266,44987,1240.56,Bank Transfer,Failed,POL40483314
PAY19705374,45200,157.58,Credit Card,Successful,POL09869400
PAY97387986,44581,1213.4,Bank Transfer,Failed,POL07274715
PAY21064516,45622,256.29,Cash,Failed,POL67293726
PAY30509313,44844,783.18,Cash,Failed,POL39701482
PAY60864606,45119,55.68,Credit Card,Successful,POL31435265
PAY41661261,45224,1056.26,Bank Transfer,Successful,POL60169232
PAY17437375,44558,551.93,Cash,Failed,POL06348797
PAY93811051,44820,626,Cash,Successful,POL31133103
PAY72206433,44725,1455.11,Credit Card,Failed,POL45378265
PAY01522837,45637,557.5,Credit Card,Failed,POL80932118
PAY21134441,45170,391.29,Bank Transfer,Successful,POL84438611
PAY14328748,45055,677.17,Cash,Successful,POL54942639
PAY86998242,45096,1415.64,Credit Card,Successful,POL17342511
PAY70456138,44741,1452.93,Credit Card,Successful,POL07976771
PAY57825127,45009,376.94,Bank Transfer,Successful,POL01152460
PAY67086715,44696,541.24,Bank Transfer,Failed,POL05425412
PAY56572549,44645,335.22,Credit Card,Successful,POL88066577
PAY24371174,44681,1454.43,Bank Transfer,Failed,POL43684594
PAY05368726,45362,715.5,Credit Card,Failed,POL26187162
PAY47247551,45550,125.27,Cash,Failed,POL84577702
PAY05181291,44986,1051.44,Credit Card,Failed,POL31178570
PAY91241651,44903,922.76,Credit Card,Failed,POL11162373
PAY43547486,45230,520.9,Credit Card,Successful,POL87257642
PAY57752817,44901,527.33,Cash,Failed,POL73669093
PAY43059838,44578,513.09,Bank Transfer,Successful,POL04244704
PAY35811001,45399,575.15,Credit Card,Failed,POL46408344
PAY83600940,44987,1187.96,Bank Transfer,Failed,POL81437012
PAY90237624,45588,1272.77,Credit Card,Successful,POL93930819
PAY20024251,45062,474.15,Bank Transfer,Successful,POL88802098
PAY61447997,44968,252.77,Bank Transfer,Failed,POL37993966
PAY78795042,45238,414.52,Cash,Successful,POL60897326
PAY91388359,45511,317.38,Bank Transfer,Failed,POL31435265
PAY73162991,45537,1271.39,Credit Card,Successful,POL25708156
PAY64323375,45108,542.46,Bank Transfer,Successful,POL65862653
PAY99460773,44988,1424.96,Bank Transfer,Failed,POL31362262
PAY89194627,44568,939.04,Credit Card,Successful,POL77573599
PAY83631336,45255,175.97,Credit Card,Failed,POL05710643
PAY93476770,45632,219.25,Credit Card,Successful,POL32252482
PAY12551111,45337,1328.43,Credit Card,Failed,POL22221207
PAY52067595,44964,580.99,Credit Card,Failed,POL88521632
PAY10736048,45019,479.12,Cash,Successful,POL51104112
PAY73476034,45089,1317.06,Bank Transfer,Successful,POL63419367
PAY34342957,44814,583.82,Cash,Successful,POL27717636
PAY85758929,45568,1113.75,Bank Transfer,Failed,POL51614389
PAY80743379,45291,329.83,Cash,Failed,POL76750122
PAY35194172,44928,469.34,Cash,Successful,POL08155490
PAY86177847,44648,63.15,Bank Transfer,Failed,POL36565456
PAY22316058,45620,1108.11,Bank Transfer,Failed,POL64446371
PAY74103518,45558,376.83,Bank Transfer,Successful,POL30067784
PAY06502454,45038,85.29,Cash,Failed,POL96516008
PAY38186665,44775,587.13,Bank Transfer,Successful,POL00074761
PAY31936962,44866,1192.52,Bank Transfer,Failed,POL66022914
PAY98343881,44856,953.12,Credit Card,Successful,POL11811289
PAY75033878,44721,939.98,Bank Transfer,Successful,POL19560921
PAY10348817,45466,1327.51,Bank Transfer,Successful,POL52570875
PAY98580543,45397,1277.04,Bank Transfer,Successful,POL92884987
PAY20975908,44999,1419.34,Cash,Failed,POL69316836
PAY29081000,44885,1162.03,Cash,Successful,POL88646934
PAY28733684,45161,246.09,Bank Transfer,Successful,POL81019998
PAY41248834,44827,345.78,Bank Transfer,Successful,POL41128359
PAY19907146,44721,159.85,Cash,Successful,POL10125019
PAY05349163,44793,1367.68,Cash,Failed,POL14002864
PAY28233400,45571,480.06,Credit Card,Failed,POL58597674
PAY28098578,44578,285.54,Bank Transfer,Failed,POL11989725
PAY72300903,44777,959.66,Bank Transfer,Failed,POL08689656
PAY70323281,45294,64.58,Bank Transfer,Successful,POL42519290
PAY23967994,45113,969.26,Credit Card,Successful,POL02303520
PAY64443418,44621,1175.18,Bank Transfer,Failed,POL48302488
PAY44121009,44975,868.99,Credit Card,Successful,POL22529514
PAY64778719,44877,113.98,Cash,Failed,POL12471063
PAY80683144,45562,829.86,Credit Card,Successful,POL95451699
PAY45915971,44859,58.79,Bank Transfer,Failed,POL51383212
